EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,EducationField,Education,MonthlyIncome,PercentSalaryHike,StockOptionLevel,OverTime,BusinessTravel,DistanceFromHome,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,TrainingTimesLastYear,NumCompaniesWorked,YearsAtCompany,YearsWithCurrManager,TotalWorkingYears,Attrition,AttritionLabel
1747,41,Male,Married,Research & Development,Healthcare Representative,4,Medical,1,15466,15,1,No,Travel_Rarely,25,1,3,3,3,5,7,5,2,23,0,No
1748,32,Male,Divorced,Research & Development,Laboratory Technician,4,Medical,3,3073,12,2,No,Travel_Rarely,10,1,3,1,4,3,4,35,2,15,1,Yes
1749,24,Male,Married,Human Resources,Human Resources,1,Technical Degree,1,6324,18,2,No,Travel_Rarely,20,1,1,3,3,0,6,23,3,7,0,No
1750,38,Female,Divorced,Research & Development,Laboratory Technician,2,Life Sciences,3,11575,22,1,Yes,Travel_Rarely,9,4,3,2,4,4,0,11,10,22,0,No
1751,59,Male,Divorced,Sales,Sales Representative,3,Life Sciences,3,1326,22,0,Yes,Travel_Rarely,15,2,2,1,4,1,1,22,14,44,1,Yes
1752,43,Female,Single,Human Resources,Manager,3,Medical,3,18895,22,1,No,Travel_Rarely,23,2,1,1,4,3,0,26,0,24,0,No
1753,31,Female,Married,Research & Development,Manufacturing Director,4,Life Sciences,2,7139,18,1,No,Travel_Rarely,21,3,2,2,3,0,4,36,25,10,0,No
1754,54,Male,Married,Sales,Sales Representative,4,Medical,3,8428,11,2,No,Travel_Rarely,21,2,1,2,3,1,5,5,3,39,0,No
1755,38,Male,Divorced,Sales,Sales Executive,4,Other,1,3051,14,1,No,Travel_Rarely,1,2,2,2,4,3,9,0,0,20,0,No
1756,35,Female,Single,Research & Development,Healthcare Representative,3,Medical,4,5607,24,2,No,Travel_Frequently,2,2,2,1,3,2,8,5,0,19,0,No
1757,22,Male,Single,Research & Development,Healthcare Representative,4,Marketing,2,11223,19,1,No,Travel_Frequently,26,3,3,1,3,1,7,21,19,2,1,Yes
1758,20,Female,Single,Research & Development,Manufacturing Director,3,Medical,1,1127,15,1,No,Travel_Rarely,19,1,1,2,4,2,6,23,12,0,0,No
1759,40,Male,Married,Research & Development,Research Scientist,3,Technical Degree,3,1718,22,0,No,Travel_Rarely,14,2,3,2,3,5,4,24,0,19,0,No
1760,43,Male,Single,Research & Development,Healthcare Representative,2,Other,3,16866,21,1,No,Travel_Rarely,8,3,3,2,4,0,2,14,4,22,0,No
1761,54,Male,Married,Sales,Sales Representative,2,Medical,4,13610,20,0,Yes,Travel_Frequently,6,3,1,2,3,4,8,25,4,35,0,No
1762,41,Male,Divorced,Sales,Sales Representative,2,Medical,1,4259,23,1,No,Travel_Rarely,12,4,2,2,4,0,4,7,5,21,0,No
1763,36,Male,Married,Sales,Sales Representative,4,Life Sciences,2,9070,16,1,No,Travel_Rarely,26,3,1,3,3,1,2,23,22,18,0,No
1764,42,Female,Married,Research & Development,Manufacturing Director,3,Life Sciences,1,9618,13,1,Yes,Non-Travel,27,1,1,2,3,2,2,37,13,26,1,Yes
1765,38,Male,Divorced,Sales,Sales Representative,4,Life Sciences,3,3612,15,0,Yes,Travel_Rarely,29,2,1,3,3,2,2,5,3,17,0,No
1766,29,Female,Married,Research & Development,Research Scientist,3,Life Sciences,2,13055,24,2,No,Travel_Rarely,15,3,3,1,4,3,5,34,18,8,0,No
1767,58,Female,Single,Research & Development,Manufacturing Director,2,Marketing,3,18494,22,0,Yes,Travel_Rarely,14,1,1,1,3,0,0,0,0,37,0,No
1768,50,Female,Married,Research & Development,Healthcare Representative,2,Medical,3,8866,23,1,Yes,Travel_Frequently,21,3,1,3,4,0,3,35,3,34,0,No
1769,21,Male,Married,Sales,Sales Executive,4,Life Sciences,1,12629,23,2,No,Non-Travel,29,3,1,2,3,1,7,11,2,3,0,No
1770,59,Female,Single,Research & Development,Research Scientist,3,Other,4,9186,23,1,No,Travel_Rarely,1,3,2,1,3,2,2,37,30,39,0,No
1771,24,Male,Married,Sales,Sales Executive,4,Medical,3,19654,11,0,No,Non-Travel,28,3,2,2,3,1,4,10,8,9,0,No
1772,39,Male,Divorced,Research & Development,Research Scientist,1,Medical,1,12835,18,0,Yes,Non-Travel,11,3,2,2,4,1,1,11,4,21,0,No
1773,50,Female,Married,Sales,Sales Executive,4,Marketing,2,14899,21,2,Yes,Travel_Rarely,28,1,2,3,3,5,1,38,12,34,1,Yes
1774,34,Male,Married,Research & Development,Laboratory Technician,2,Medical,4,17901,16,0,No,Non-Travel,25,2,3,1,3,2,6,6,5,16,0,No
1775,41,Female,Married,Research & Development,Healthcare Representative,3,Life Sciences,3,19772,22,1,No,Travel_Frequently,3,2,3,1,3,1,9,10,6,22,0,No
1776,51,Female,Divorced,Sales,Sales Executive,3,Technical Degree,3,14839,12,2,No,Travel_Rarely,19,2,1,3,3,2,2,35,9,36,0,No
1777,45,Male,Divorced,Sales,Sales Executive,4,Life Sciences,2,10493,14,1,No,Travel_Rarely,18,2,3,2,3,1,4,30,15,29,0,No
1778,58,Male,Married,Research & Development,Laboratory Technician,2,Medical,1,6504,14,2,No,Non-Travel,20,1,2,2,3,4,2,32,30,43,0,No
1779,56,Female,Married,Research & Development,Healthcare Representative,1,Life Sciences,3,12276,19,2,Yes,Travel_Rarely,28,4,1,1,3,1,5,12,4,41,0,No
1780,39,Male,Married,Research & Development,Manufacturing Director,4,Medical,2,8407,19,1,No,Non-Travel,2,4,1,3,3,1,9,17,5,18,0,No
1781,34,Female,Single,Research & Development,Healthcare Representative,3,Life Sciences,3,7752,15,0,Yes,Travel_Rarely,29,1,2,3,3,4,2,23,1,14,0,No
1782,51,Male,Single,Research & Development,Healthcare Representative,2,Marketing,1,6180,22,1,No,Travel_Rarely,25,1,2,2,3,0,7,8,2,36,1,Yes
1783,23,Male,Single,Sales,Sales Representative,3,Life Sciences,4,17014,13,0,No,Non-Travel,28,3,2,2,3,2,1,30,17,4,0,No
1784,23,Male,Married,Sales,Manager,3,Human Resources,1,17717,11,0,No,Travel_Rarely,26,3,3,3,3,3,2,9,2,4,0,No
1785,51,Male,Single,Sales,Sales Executive,3,Technical Degree,1,14013,16,1,Yes,Travel_Rarely,7,3,1,1,3,4,7,1,0,35,0,No
1786,18,Male,Single,Human Resources,Manager,3,Life Sciences,1,11971,18,2,Yes,Travel_Rarely,8,2,2,2,3,0,7,37,31,1,1,Yes
1787,27,Male,Single,Research & Development,Laboratory Technician,1,Life Sciences,2,11784,11,1,No,Travel_Rarely,19,3,1,3,3,1,0,14,5,6,0,No
1788,38,Male,Married,Research & Development,Healthcare Representative,2,Marketing,3,4566,21,2,Yes,Travel_Rarely,22,4,1,3,4,5,7,2,0,18,0,No
1789,22,Female,Married,Research & Development,Healthcare Representative,4,Life Sciences,4,4596,11,0,No,Travel_Rarely,15,2,3,3,3,0,9,30,1,2,0,No
1790,19,Female,Single,Human Resources,Human Resources,2,Life Sciences,2,17544,21,2,Yes,Travel_Rarely,10,3,1,1,3,4,1,5,5,0,0,No
1791,39,Male,Divorced,Sales,Manager,2,Life Sciences,1,1963,17,1,No,Travel_Rarely,22,2,2,2,3,5,6,2,2,23,0,No
1792,19,Female,Married,Research & Development,Laboratory Technician,2,Medical,4,14803,17,2,No,Travel_Rarely,29,4,2,2,3,1,5,10,10,0,0,No
1793,27,Female,Single,Research & Development,Laboratory Technician,4,Life Sciences,1,1696,12,0,No,Non-Travel,1,3,1,2,3,0,1,14,0,12,0,No
1794,51,Male,Single,Research & Development,Laboratory Technician,2,Life Sciences,1,9510,13,0,No,Travel_Rarely,6,4,1,1,3,3,4,27,22,36,0,No
1795,33,Male,Married,Sales,Sales Representative,4,Medical,1,16147,12,2,Yes,Travel_Rarely,13,4,3,2,3,2,6,9,2,17,1,Yes
1796,56,Male,Single,Research & Development,Laboratory Technician,4,Life Sciences,4,10703,16,0,Yes,Non-Travel,14,4,2,2,3,2,7,37,7,36,0,No
1797,39,Male,Single,Human Resources,Human Resources,1,Life Sciences,3,4136,23,0,No,Travel_Rarely,3,3,2,2,3,4,2,6,5,24,0,No
1798,29,Male,Married,Research & Development,Research Scientist,3,Human Resources,1,13769,23,2,No,Travel_Rarely,11,1,1,2,3,1,0,14,3,11,0,No
1799,41,Male,Married,Research & Development,Laboratory Technician,4,Medical,3,12568,18,0,No,Travel_Rarely,3,3,1,1,3,1,6,17,10,23,0,No
1800,57,Male,Married,Human Resources,Manager,3,Life Sciences,4,15805,18,2,Yes,Travel_Rarely,19,4,1,3,3,2,4,17,7,36,1,Yes
1801,55,Female,Married,Research & Development,Research Scientist,2,Life Sciences,4,4404,11,2,Yes,Travel_Rarely,10,3,2,3,3,0,4,23,8,35,0,No
1802,27,Male,Divorced,Sales,Manager,3,Medical,1,1854,21,0,Yes,Non-Travel,27,4,1,2,3,1,6,1,1,11,1,Yes
1803,52,Female,Single,Research & Development,Research Scientist,3,Life Sciences,3,2173,19,2,No,Travel_Rarely,15,1,3,2,3,3,0,39,1,35,1,Yes
1804,49,Female,Single,Research & Development,Laboratory Technician,3,Other,3,13963,21,0,Yes,Non-Travel,11,2,3,2,3,3,7,19,15,32,1,Yes
1805,24,Male,Divorced,Research & Development,Manufacturing Director,2,Marketing,1,6913,18,0,No,Travel_Rarely,15,1,1,1,3,1,9,33,30,7,0,No
1806,38,Female,Married,Research & Development,Laboratory Technician,2,Other,2,14740,19,0,Yes,Travel_Rarely,26,1,3,2,3,1,4,25,5,20,1,Yes
1807,37,Male,Married,Human Resources,Manager,4,Technical Degree,2,1363,23,1,No,Travel_Rarely,27,2,3,1,3,2,7,6,4,21,0,No
1808,43,Female,Single,Human Resources,Human Resources,4,Medical,4,19265,24,0,No,Travel_Rarely,24,3,3,2,3,4,9,37,20,26,0,No
1809,21,Male,Single,Research & Development,Laboratory Technician,1,Medical,4,19417,23,2,No,Travel_Rarely,13,2,3,2,3,2,9,29,25,1,0,No
1810,39,Male,Single,Sales,Sales Executive,2,Technical Degree,2,3826,19,2,No,Non-Travel,5,3,3,3,4,4,4,4,2,19,0,No
1811,32,Female,Married,Human Resources,Manager,1,Medical,2,4841,21,2,No,Non-Travel,4,3,2,2,3,3,6,10,2,15,0,No
1812,57,Female,Single,Research & Development,Research Scientist,2,Life Sciences,2,13476,22,1,No,Travel_Rarely,13,4,1,1,4,4,9,0,0,38,1,Yes
1813,38,Male,Married,Sales,Manager,3,Medical,1,9266,16,1,No,Travel_Rarely,9,4,3,3,3,2,2,33,27,21,0,No
1814,32,Female,Married,Human Resources,Human Resources,1,Life Sciences,1,14116,13,2,No,Travel_Frequently,25,2,1,1,3,1,1,0,0,13,0,No
1815,39,Female,Single,Research & Development,Manufacturing Director,1,Marketing,1,13467,11,2,No,Travel_Rarely,17,1,3,3,3,4,5,18,7,18,0,No
1816,45,Male,Single,Research & Development,Laboratory Technician,1,Marketing,1,11722,21,1,Yes,Travel_Rarely,2,2,2,1,3,2,4,1,1,24,0,No
1817,31,Male,Married,Research & Development,Research Scientist,2,Other,1,3590,18,2,No,Travel_Rarely,24,3,2,3,3,3,8,20,15,11,0,No
1818,44,Male,Single,Research & Development,Manufacturing Director,4,Medical,1,10591,20,0,Yes,Travel_Rarely,5,4,3,1,3,5,9,19,11,28,0,No
1819,58,Male,Single,Sales,Manager,1,Technical Degree,4,19879,13,0,Yes,Travel_Rarely,16,2,3,1,3,4,3,22,4,40,0,No
1820,57,Female,Single,Sales,Manager,4,Life Sciences,3,9427,23,2,No,Travel_Rarely,7,2,3,2,3,3,2,20,18,41,0,No
1821,45,Female,Married,Research & Development,Healthcare Representative,2,Life Sciences,4,19836,17,0,No,Travel_Rarely,1,4,2,3,3,3,8,23,17,25,0,No
1822,43,Female,Married,Sales,Manager,1,Human Resources,3,15428,23,2,No,Travel_Rarely,28,4,2,3,4,0,7,3,0,23,0,No
1823,19,Female,Single,Sales,Sales Representative,2,Marketing,4,12823,20,1,No,Travel_Rarely,26,4,1,2,4,5,5,11,1,3,0,No
1824,42,Male,Married,Research & Development,Laboratory Technician,4,Medical,4,2045,16,2,No,Travel_Frequently,12,3,2,1,3,4,0,21,19,24,1,Yes
1825,20,Male,Divorced,Research & Development,Laboratory Technician,4,Life Sciences,1,11033,13,1,No,Travel_Rarely,21,4,3,1,4,2,9,19,11,0,0,No
1826,25,Female,Married,Human Resources,Human Resources,1,Marketing,1,11941,16,0,Yes,Travel_Rarely,11,1,1,3,4,4,0,17,1,10,0,No
1827,50,Female,Single,Sales,Sales Representative,4,Technical Degree,3,8444,22,0,Yes,Travel_Rarely,12,2,2,1,3,4,5,0,0,35,0,No
1828,59,Male,Married,Sales,Manager,3,Life Sciences,3,2557,13,0,No,Travel_Rarely,19,4,2,3,3,5,2,29,9,41,0,No
1829,52,Male,Married,Research & Development,Manufacturing Director,3,Marketing,1,6074,23,2,Yes,Travel_Rarely,26,4,3,3,3,3,2,32,0,32,0,No
1830,23,Female,Divorced,Research & Development,Manufacturing Director,1,Life Sciences,4,4416,23,1,Yes,Travel_Rarely,12,3,1,1,3,3,5,23,3,8,0,No
1831,56,Male,Divorced,Sales,Sales Executive,2,Life Sciences,3,1648,24,1,No,Travel_Rarely,12,3,2,1,3,3,2,13,8,35,0,No
1832,40,Male,Married,Research & Development,Laboratory Technician,2,Marketing,2,1181,19,0,No,Travel_Rarely,14,2,2,1,3,3,9,35,11,21,1,Yes
1833,42,Female,Married,Sales,Sales Representative,2,Life Sciences,2,6675,23,0,No,Travel_Rarely,2,1,3,2,3,5,5,4,0,22,0,No
1834,36,Female,Divorced,Sales,Sales Executive,3,Life Sciences,2,5363,11,1,No,Travel_Rarely,2,2,1,3,3,2,4,10,3,17,1,Yes
1835,22,Female,Divorced,Research & Development,Research Scientist,4,Technical Degree,3,11118,23,2,No,Travel_Rarely,25,4,1,1,3,1,3,23,8,5,0,No
1836,28,Female,Married,Research & Development,Research Scientist,3,Marketing,1,3895,18,0,Yes,Travel_Frequently,29,1,1,2,3,0,7,30,30,13,0,No
1837,29,Male,Single,Human Resources,Human Resources,4,Life Sciences,1,3173,15,2,Yes,Travel_Rarely,4,1,1,1,3,3,1,12,11,9,1,Yes
1838,27,Female,Single,Research & Development,Manufacturing Director,3,Other,1,4954,14,0,No,Non-Travel,20,1,3,3,4,3,6,15,5,6,0,No
1839,25,Male,Married,Research & Development,Laboratory Technician,2,Life Sciences,3,11410,11,0,No,Travel_Rarely,23,1,2,2,3,0,3,23,0,7,0,No
1840,41,Female,Married,Research & Development,Laboratory Technician,2,Other,3,8755,19,2,No,Travel_Rarely,26,2,2,3,3,3,1,12,9,20,0,No
1841,45,Male,Divorced,Sales,Sales Representative,2,Marketing,2,12984,23,2,Yes,Travel_Rarely,16,3,1,1,4,1,6,23,13,26,0,No
1842,58,Female,Divorced,Research & Development,Manufacturing Director,1,Life Sciences,3,19983,19,2,No,Travel_Frequently,10,3,1,1,4,4,0,25,21,40,0,No
1843,53,Female,Single,Sales,Sales Representative,1,Life Sciences,2,8763,23,2,No,Travel_Rarely,13,4,1,1,3,0,3,1,0,32,0,No
1844,54,Male,Married,Human Resources,Human Resources,4,Life Sciences,2,16605,15,1,No,Travel_Rarely,2,3,2,2,3,2,8,15,12,33,0,No
1845,38,Female,Single,Sales,Sales Representative,1,Life Sciences,1,6194,24,1,No,Non-Travel,3,3,2,2,4,0,3,37,17,17,0,No
1846,25,Male,Married,Research & Development,Laboratory Technician,3,Medical,3,2102,21,0,No,Non-Travel,19,3,1,2,3,1,2,0,0,9,1,Yes
1847,26,Male,Married,Sales,Manager,3,Life Sciences,1,4889,19,0,No,Travel_Rarely,6,3,3,2,3,5,9,10,5,8,0,No
1848,32,Male,Single,Human Resources,Human Resources,4,Life Sciences,1,11695,20,0,No,Non-Travel,19,4,2,1,3,2,9,34,17,11,1,Yes
1849,57,Female,Single,Research & Development,Research Scientist,4,Marketing,3,11780,24,1,No,Travel_Rarely,27,2,2,1,3,4,1,28,19,42,0,No
1850,35,Female,Single,Research & Development,Research Scientist,2,Life Sciences,3,11689,19,2,No,Travel_Rarely,21,1,1,1,3,3,2,36,15,20,0,No
1851,59,Male,Single,Sales,Sales Representative,1,Medical,4,3794,17,0,No,Travel_Rarely,20,3,3,2,3,0,0,16,14,38,0,No
1852,37,Male,Divorced,Research & Development,Research Scientist,2,Life Sciences,2,15808,18,1,No,Travel_Rarely,19,2,1,2,4,2,9,38,7,18,0,No
1853,23,Female,Single,Sales,Sales Executive,1,Marketing,4,17289,11,0,No,Travel_Rarely,8,3,1,1,3,0,7,27,12,2,0,No
1854,29,Male,Single,Research & Development,Healthcare Representative,1,Medical,2,7548,14,1,Yes,Travel_Rarely,14,3,3,1,3,4,0,28,22,14,0,No
1855,19,Female,Single,Sales,Sales Representative,4,Technical Degree,2,18967,20,2,No,Travel_Rarely,10,1,3,2,3,0,2,2,2,0,0,No
1856,24,Female,Divorced,Sales,Manager,2,Life Sciences,2,17025,20,1,No,Non-Travel,3,1,3,3,4,2,2,9,8,7,0,No
1857,33,Female,Married,Sales,Sales Representative,2,Life Sciences,1,15739,14,2,No,Non-Travel,6,1,2,1,3,1,1,13,6,15,1,Yes
1858,20,Male,Single,Research & Development,Healthcare Representative,1,Life Sciences,1,11574,22,0,No,Travel_Rarely,29,3,1,1,3,5,4,11,0,3,0,No
1859,20,Male,Married,Research & Development,Manufacturing Director,1,Life Sciences,3,9069,19,2,No,Travel_Rarely,15,3,2,1,4,2,9,29,17,4,0,No
1860,44,Female,Single,Sales,Manager,4,Life Sciences,2,4999,13,1,Yes,Travel_Rarely,23,3,3,2,3,0,2,31,31,25,0,No
1861,57,Male,Married,Research & Development,Research Scientist,3,Medical,2,18582,22,0,No,Non-Travel,23,1,2,1,3,4,2,31,21,40,0,No
1862,55,Male,Married,Research & Development,Research Scientist,2,Medical,2,5104,20,0,No,Travel_Rarely,18,4,3,1,4,3,7,31,22,39,0,No
1863,50,Male,Single,Research & Development,Laboratory Technician,2,Technical Degree,1,15558,20,1,No,Travel_Rarely,14,2,3,1,4,3,3,25,18,30,0,No
1864,45,Female,Divorced,Research & Development,Healthcare Representative,4,Medical,3,19268,11,2,No,Travel_Rarely,19,4,1,1,3,4,3,0,0,27,0,No
1865,18,Female,Married,Research & Development,Healthcare Representative,4,Medical,1,10988,21,1,No,Travel_Frequently,28,3,1,1,4,0,2,1,0,0,1,Yes
1866,25,Male,Married,Research & Development,Manufacturing Director,2,Other,4,6417,15,2,No,Travel_Rarely,26,3,1,3,3,5,0,16,12,8,0,No
1867,54,Female,Single,Sales,Sales Representative,2,Medical,4,14946,17,2,Yes,Travel_Frequently,10,4,2,3,3,4,7,29,14,37,1,Yes
1868,49,Male,Divorced,Sales,Sales Executive,1,Medical,4,3842,22,0,No,Travel_Rarely,15,3,1,1,4,0,0,38,22,28,0,No
1869,54,Female,Married,Research & Development,Healthcare Representative,3,Other,3,6294,14,2,No,Travel_Rarely,4,2,3,1,4,2,6,6,5,33,0,No
1870,21,Male,Single,Human Resources,Human Resources,2,Other,4,10598,19,0,No,Travel_Rarely,23,3,1,1,3,5,4,26,21,2,0,No
1871,47,Female,Single,Research & Development,Research Scientist,4,Medical,3,15717,16,1,No,Travel_Rarely,2,2,2,1,3,1,3,8,5,30,0,No
1872,23,Female,Married,Sales,Sales Executive,1,Medical,1,15125,16,1,No,Travel_Rarely,3,4,1,2,3,0,3,21,0,6,0,No
1873,36,Male,Married,Research & Development,Research Scientist,1,Medical,1,8654,13,0,Yes,Travel_Rarely,7,4,1,2,3,3,7,33,28,21,0,No
1874,49,Female,Divorced,Research & Development,Manufacturing Director,4,Marketing,3,13027,20,0,No,Travel_Rarely,23,3,1,2,3,3,5,0,0,29,0,No
1875,26,Male,Married,Sales,Manager,4,Human Resources,1,11898,20,2,No,Non-Travel,16,2,2,3,3,5,0,8,4,11,0,No
1876,29,Female,Married,Sales,Sales Executive,1,Life Sciences,1,5786,15,0,No,Travel_Rarely,10,3,3,1,3,1,9,19,2,13,1,Yes
1877,28,Female,Single,Research & Development,Manufacturing Director,4,Technical Degree,3,17003,20,1,No,Travel_Rarely,19,1,3,2,3,0,7,18,9,8,0,No
1878,33,Female,Married,Research & Development,Research Scientist,1,Medical,4,3744,16,0,Yes,Travel_Rarely,28,1,3,1,3,1,1,35,18,18,1,Yes
1879,18,Male,Divorced,Sales,Sales Executive,4,Life Sciences,3,14620,24,0,Yes,Travel_Rarely,17,1,1,1,3,2,5,39,36,1,0,No
1880,38,Female,Married,Sales,Sales Executive,1,Technical Degree,2,7377,14,0,No,Non-Travel,28,1,1,3,3,1,8,3,2,18,0,No
1881,47,Male,Single,Sales,Manager,2,Medical,1,18214,23,2,No,Travel_Rarely,19,3,2,3,3,2,0,8,2,30,0,No
1882,30,Female,Single,Research & Development,Laboratory Technician,2,Life Sciences,3,1171,13,0,Yes,Travel_Rarely,5,1,3,2,4,3,5,21,12,12,1,Yes
1883,51,Female,Single,Sales,Sales Representative,4,Other,1,8786,15,2,No,Travel_Rarely,23,2,1,2,3,2,7,17,12,32,0,No
1884,21,Female,Married,Sales,Manager,3,Medical,4,15858,17,2,No,Travel_Rarely,20,4,1,3,3,0,9,11,9,1,0,No
1885,45,Female,Divorced,Research & Development,Healthcare Representative,2,Medical,1,19325,21,0,No,Travel_Rarely,13,4,1,3,3,5,1,38,1,28,0,No
1886,55,Male,Single,Sales,Manager,1,Technical Degree,3,4544,16,2,No,Travel_Rarely,13,1,2,1,3,5,4,8,5,35,0,No
1887,48,Female,Single,Research & Development,Healthcare Representative,3,Other,4,14412,12,0,Yes,Travel_Rarely,11,1,3,1,3,0,5,5,3,32,1,Yes
1888,44,Male,Married,Sales,Sales Executive,1,Technical Degree,4,15525,11,1,Yes,Travel_Rarely,11,1,2,2,3,0,4,18,11,25,1,Yes
1889,22,Male,Divorced,Sales,Sales Executive,1,Medical,4,8968,15,1,No,Travel_Rarely,16,3,3,2,3,0,2,6,3,4,0,No
1890,42,Female,Married,Sales,Sales Representative,2,Medical,2,4942,15,2,No,Travel_Rarely,15,4,3,3,3,4,3,15,14,21,0,No
1891,20,Male,Single,Research & Development,Research Scientist,4,Life Sciences,3,4394,22,1,No,Travel_Rarely,17,1,1,2,3,2,6,4,2,0,1,Yes
1892,50,Male,Single,Research & Development,Healthcare Representative,4,Medical,3,1931,22,0,No,Non-Travel,22,2,1,1,3,0,3,15,13,30,1,Yes
1893,21,Male,Married,Research & Development,Laboratory Technician,1,Other,4,11376,16,2,No,Non-Travel,18,1,1,3,4,5,8,0,0,4,1,Yes
1894,42,Male,Divorced,Research & Development,Laboratory Technician,2,Marketing,1,14746,13,0,No,Travel_Rarely,28,4,1,1,3,1,9,36,21,26,1,Yes
1895,37,Male,Single,Research & Development,Manufacturing Director,1,Life Sciences,4,1573,11,2,No,Travel_Rarely,19,1,1,3,3,1,1,38,12,18,1,Yes
1896,51,Male,Married,Sales,Manager,3,Life Sciences,2,11798,14,2,No,Non-Travel,4,4,3,3,3,4,4,18,0,33,0,No
1897,43,Female,Married,Sales,Manager,1,Human Resources,4,3509,14,2,No,Travel_Rarely,22,1,1,1,3,2,7,36,18,25,0,No
1898,22,Female,Married,Research & Development,Laboratory Technician,2,Technical Degree,3,7890,20,2,Yes,Non-Travel,22,2,1,2,4,2,4,16,0,7,1,Yes
1899,52,Female,Single,Sales,Manager,1,Medical,4,4645,12,1,No,Travel_Frequently,23,1,2,2,3,2,9,25,3,34,0,No
1900,45,Male,Divorced,Sales,Sales Representative,2,Medical,1,1232,24,1,Yes,Travel_Rarely,5,2,2,2,4,5,7,21,9,24,1,Yes
1901,46,Female,Married,Sales,Manager,4,Life Sciences,3,7306,18,1,No,Travel_Rarely,7,2,3,2,3,5,7,7,2,27,0,No
1902,26,Male,Married,Sales,Sales Representative,2,Technical Degree,1,15904,16,2,No,Travel_Rarely,2,1,3,1,4,4,8,32,26,11,1,Yes
1903,55,Male,Married,Sales,Sales Executive,3,Medical,4,1359,22,1,No,Travel_Rarely,1,2,2,3,3,2,9,1,1,34,0,No
1904,23,Female,Divorced,Research & Development,Research Scientist,2,Marketing,3,19321,13,2,No,Travel_Rarely,12,3,2,1,3,2,5,29,8,3,0,No
1905,36,Male,Married,Research & Development,Healthcare Representative,3,Life Sciences,2,5741,11,1,Yes,Travel_Frequently,10,1,1,2,3,0,3,19,2,18,1,Yes
1906,28,Female,Married,Research & Development,Laboratory Technician,3,Medical,3,2026,22,2,Yes,Travel_Rarely,8,1,1,2,3,2,2,17,5,9,1,Yes
1907,19,Female,Married,Research & Development,Laboratory Technician,1,Life Sciences,1,19619,21,1,No,Non-Travel,1,2,3,1,3,5,4,9,5,1,0,No
1908,26,Male,Married,Sales,Sales Executive,3,Other,3,16238,13,1,Yes,Travel_Rarely,12,2,2,3,3,0,5,23,22,5,0,No
1909,38,Male,Single,Sales,Sales Representative,2,Other,2,8179,18,1,No,Travel_Rarely,2,1,3,1,3,0,2,3,0,17,0,No
1910,41,Male,Divorced,Research & Development,Laboratory Technician,4,Technical Degree,2,14312,14,2,No,Travel_Frequently,27,3,1,1,4,2,1,36,22,20,0,No
1911,51,Male,Divorced,Research & Development,Healthcare Representative,2,Human Resources,2,7216,13,2,No,Travel_Rarely,28,2,3,1,3,1,6,3,1,33,0,No
1912,39,Female,Single,Sales,Sales Executive,4,Medical,2,13325,23,1,No,Travel_Rarely,10,2,3,3,3,3,4,12,0,20,0,No
1913,20,Female,Single,Research & Development,Laboratory Technician,3,Life Sciences,1,3428,21,2,Yes,Travel_Rarely,22,4,3,1,4,5,8,24,15,1,1,Yes
1914,29,Male,Single,Research & Development,Healthcare Representative,1,Marketing,3,7249,14,0,No,Travel_Rarely,17,3,1,1,4,1,2,12,7,9,0,No
1915,45,Male,Divorced,Research & Development,Manufacturing Director,3,Life Sciences,4,2902,21,1,No,Travel_Rarely,26,3,3,2,3,2,7,17,4,27,1,Yes
1916,47,Female,Married,Research & Development,Research Scientist,3,Medical,2,14762,14,1,Yes,Travel_Rarely,3,1,1,1,3,2,5,23,8,27,1,Yes
1917,43,Male,Married,Sales,Manager,4,Life Sciences,4,6331,12,0,No,Travel_Rarely,7,3,2,2,3,1,3,1,1,27,0,No
1918,38,Male,Divorced,Human Resources,Manager,2,Medical,4,12241,14,2,No,Travel_Rarely,12,1,3,2,3,2,8,32,12,18,0,No
1919,45,Male,Married,Research & Development,Laboratory Technician,1,Medical,3,18518,21,2,No,Travel_Rarely,8,4,3,2,3,5,4,18,14,25,0,No
1920,43,Female,Divorced,Sales,Manager,1,Life Sciences,4,4126,22,2,No,Travel_Rarely,20,3,1,3,3,0,9,8,4,23,0,No
1921,50,Male,Married,Research & Development,Healthcare Representative,1,Life Sciences,4,5170,19,1,Yes,Travel_Rarely,12,2,3,2,3,4,5,27,4,29,1,Yes
1922,38,Male,Married,Research & Development,Laboratory Technician,1,Marketing,1,16532,14,1,No,Travel_Rarely,3,4,1,1,3,2,8,34,30,22,0,No
1923,52,Female,Married,Research & Development,Laboratory Technician,2,Marketing,4,5051,22,1,No,Non-Travel,17,1,3,1,4,2,6,38,27,37,0,No
1924,51,Female,Married,Research & Development,Healthcare Representative,1,Medical,3,5442,11,1,No,Travel_Rarely,28,4,2,2,3,1,4,9,1,31,0,No
1925,58,Male,Divorced,Research & Development,Healthcare Representative,4,Life Sciences,4,15025,11,1,No,Travel_Rarely,9,1,2,2,3,0,1,0,0,39,0,No
1926,35,Male,Married,Sales,Manager,4,Medical,3,3667,11,2,No,Travel_Rarely,10,4,2,1,3,1,3,20,11,15,1,Yes
1927,28,Male,Married,Sales,Sales Representative,1,Marketing,2,11919,24,0,Yes,Travel_Rarely,22,1,3,2,3,5,1,8,2,7,1,Yes
